pdbid,ligand_cluster_id,protein_cluster_id,combined_cluster_id,partition
4e81,3628,686,378,train
4e8w,1536,835,141,train
4e8y,1536,835,141,train
4e8z,1536,835,141,train
4e9c,3628,157,378,train
4e9d,3628,157,378,train
4edu,3628,421,378,train
4ef4,3628,844,378,train
4eh6,3628,1254,378,train
4eh7,3628,1254,378,train
4eh8,3628,1254,378,train
4ej2,3628,166,378,train
4ejf,3628,176,378,train
4ek9,3628,688,378,train
4ekg,3628,688,378,train
4eki,3628,688,378,train
4eky,3628,166,378,train
4el5,3628,166,378,train
4emt,3628,844,378,train
4en4,1401,836,129,train
4eoy,3628,1537,378,train
4eqf,3628,837,378,train
4er1,3628,338,378,train
4er2,3628,338,378,train
4er4,3628,338,378,train
4erq,3628,1263,378,train
4ery,3628,1263,378,train
4erz,3628,1263,378,train
4es0,3628,1263,378,train
4esg,3628,1263,378,train
4est,3628,188,378,train
4etz,3628,838,378,train
4eu0,3628,838,378,train
4euc,3628,839,378,train
4euv,3628,838,378,train
4ewn,3016,841,268,train
4ewr,3628,1263,378,train
4exh,3628,842,378,train
4exs,3628,1278,378,train
4ezj,1696,1176,150,test
4ezk,1696,1176,150,test
4ezl,1696,1176,150,test
4ezo,3628,686,378,train
4ezq,3628,686,378,train
4ezr,3628,686,378,train
4ezt,3628,686,378,train
4ezw,3628,686,378,train
4ezx,3628,686,378,train
4ezy,3628,686,378,train
4ezz,3628,686,378,train
4f0c,3628,1494,378,train
4f14,3628,455,378,train
4f1l,3471,1258,335,train
4f1q,3471,1258,335,train
4f20,3628,1128,378,train
4f2w,3272,1427,302,test
4f3c,3272,1427,302,test
4f3h,3628,600,378,train
4f3k,3272,1427,302,test
4f49,3628,1104,378,train
4f5y,3628,844,378,train
4f6v,3528,723,351,val
4f8j,3628,843,378,train
4f9g,3628,844,378,train
4f9u,1201,845,111,val
4f9v,1201,845,111,val
4fai,1201,845,111,val
4fak,3628,1318,378,train
4fbe,1201,845,111,val
4fci,3628,1401,378,train
4fck,3628,1401,378,train
4fcm,3628,846,378,train
4fe6,3066,736,273,val
4fe9,3628,847,378,train
4fem,3628,847,378,train
4fev,2942,676,260,train
4few,2942,676,260,train
4ffs,3272,1427,302,test
4fgt,3628,550,378,train
4fgx,3628,338,378,train
4fgy,3628,44,378,train
4fht,3628,1135,378,train
4fi9,3628,849,378,train
4fk7,3398,851,322,val
4fkk,3628,1012,378,train
4fl1,3628,1254,378,train
4fl2,3628,1254,378,train
4fl3,3628,1254,378,train
4fmn,3628,852,378,train
4fmo,3628,852,378,train
4fmq,3628,1254,378,train
4fmu,3628,1443,378,train
4fnn,3628,648,378,train
4fns,3628,1621,378,train
4fr3,3628,1283,378,train
4ft2,3628,1189,378,train
4fut,3628,854,378,train
4fxf,3628,714,378,train
4fxj,3628,714,378,train
4fxp,3628,855,378,train
4fxy,830,856,75,test
4fxz,3628,1041,378,train
4fys,3628,1012,378,train
4fz3,3628,858,378,train
4g0a,3628,859,378,train
4g0c,3628,1505,378,train
4g0l,3628,860,378,train
4g0p,3628,690,378,train
4g0q,3628,690,378,train
4g0y,3628,690,378,train
4g0z,3628,690,378,train
4g19,3628,861,378,train
4g2r,1249,862,118,train
4g2w,1413,423,131,val
4g2y,1413,423,131,val
4g4p,3628,1520,378,train
4g68,3628,863,378,train
4g69,3628,347,378,train
4g8v,3628,1060,378,train
4g8y,3628,1060,378,train
4g90,3628,1060,378,train
4gah,3628,864,378,train
4gao,3628,1414,378,train
4gbd,3424,865,326,train
4gby,3628,866,378,train
4gbz,3628,866,378,train
4gdy,1402,868,130,val
4ge1,3628,867,378,train
4ge2,3628,296,378,train
4ge4,1402,868,130,val
4ge5,3628,296,378,train
4ge6,3628,296,378,train
4ge7,1402,868,130,val
4gee,1059,797,98,val
4gfd,1801,746,154,val
4gfn,1059,797,98,val
4ggl,1059,797,98,val
4ggz,3367,869,315,test
4ghi,288,1056,36,train
4ght,3628,1506,378,train
4gid,3628,338,378,train
4giu,3628,892,378,train
4gkh,2942,676,260,train
4gki,2942,676,260,train
4gkm,3628,892,378,train
4glr,3628,737,378,train
4gly,3628,188,378,train
4gne,3628,871,378,train
4gnf,3628,871,378,train
4gng,3628,871,378,train
4gpk,3628,872,378,train
4gpl,3628,778,378,train
4gqp,3628,914,378,train
4gqq,3628,1241,378,train
4gs8,3173,1438,288,train
4gs9,288,1056,36,train
4gsc,3173,1438,288,train
4gsy,1801,746,154,val
4gtm,1121,539,104,test
4gto,1121,539,104,test
4gtp,1121,539,104,test
4gtq,1121,539,104,test
4gtr,1121,539,104,test
4gts,1121,539,104,test
4gtt,1121,539,104,test
4gtv,1121,539,104,test
4gui,2311,873,198,train
4gv8,3628,306,378,train
4gvc,3628,957,378,train
4gvd,3628,957,378,train
4gvm,3283,999,304,val
4gw1,3628,737,378,train
4gw5,3628,737,378,train
4gw6,3283,999,304,val
4gwi,3628,874,378,train
4gwk,3589,1327,370,test
4gxl,3628,1180,378,train
4gy5,3628,1371,378,train
4gz3,3628,1576,378,train
4gzw,3628,923,378,train
4gzx,3628,923,378,train
4h2o,3628,1001,378,train
4h36,3628,893,378,train
4h38,3628,1001,378,train
4h39,3628,893,378,train
4h3a,3628,1001,378,train
4h3b,3628,893,378,train
4h3c,3628,1001,378,train
4h3q,3628,1254,378,train
4h4d,2785,875,244,val
4h4e,2785,875,244,val
4h75,3628,876,378,train
4h81,3628,1265,378,train
4h85,3628,1265,378,train
4hbn,3628,1308,378,train
4hcz,3628,366,378,train
4hdb,3066,736,273,val
4hdc,1801,746,154,val
4hdf,3066,736,273,val
4hdp,3066,736,273,val
4he9,3066,736,273,val
4heg,3066,736,273,val
4hej,1801,746,154,val
4hfz,3628,1374,378,train
4hgc,3628,188,378,train
4hj2,3628,263,378,train
4hki,3275,1043,303,test
4hkk,3275,1043,303,test
4hkn,3275,1043,303,test
4hkp,3628,37,378,train
4hl5,3275,1043,303,test
4hla,3066,736,273,val
4hlc,1801,746,154,val
4hld,1801,746,154,val
4hlf,3275,1043,303,test
4hlg,3275,1043,303,test
4hlh,3275,1043,303,test
4hlk,3275,1043,303,test
4hlm,3275,1043,303,test
4hmh,3275,1043,303,test
4hmk,3628,1041,378,train
4hn2,3552,1588,358,test
4hnn,3628,42,378,train
4hod,3628,1041,378,train
4hp0,3628,877,378,train
4hpi,3628,877,378,train
4hpy,3628,737,378,train
4hs6,3628,737,378,train
4hs8,3628,737,378,train
4ht6,3628,831,378,train
4htp,3628,878,378,train
4hwo,1957,879,171,test
4hwp,1957,879,171,test
4hwr,1957,879,171,test
4hws,1957,879,171,test
4hwt,1957,879,171,test
4hxj,3628,603,378,train
4hxw,1059,797,98,val
4hy1,1059,797,98,val
4hy9,3628,686,378,train
4hyb,3628,686,378,train
4hym,1059,797,98,val
4hzm,3628,589,378,train
4hzw,3628,923,378,train
4i2w,3628,880,378,train
4i2z,3628,880,378,train
4i3z,3628,893,378,train
4i54,1210,724,112,test
4i67,3628,881,378,train
4i72,3271,74,301,val
4i7b,3628,882,378,train
4i7c,3628,882,378,train
4i7d,3628,882,378,train
4i7k,3628,1414,378,train
4i7l,3628,1414,378,train
4i8w,3066,736,273,val
4i8z,3066,736,273,val
4i9c,3628,884,378,train
4i9o,5478,885,480,train
4ia0,1413,423,131,val
4ib5,3628,893,378,train
4ibb,1669,886,148,test
4ibc,1669,886,148,test
4ibd,1669,886,148,test
4ibe,1669,886,148,test
4ibf,1669,886,148,test
4idn,3628,887,378,train
4ido,3628,887,378,train
4ie0,3628,888,378,train
4ie6,3628,888,378,train
4ifi,3628,734,378,train
4igk,3628,734,378,train
4ih3,3628,889,378,train
4iho,3628,722,378,train
4ii9,3732,890,383,train
4iic,3628,891,378,train
4iid,3628,891,378,train
4ij1,3628,892,378,train
4ijq,3512,1246,346,test
4ikn,3628,894,378,train
4imq,3628,895,378,train
4imz,3628,895,378,train
4inh,3628,895,378,train
4inr,3628,651,378,train
4int,3628,651,378,train
4inu,3628,651,378,train
4io2,3628,896,378,train
4io3,3628,896,378,train
4io4,3628,896,378,train
4io5,3628,896,378,train
4io6,3628,896,378,train
4io7,3628,896,378,train
4io8,3628,908,378,train
4ipn,3628,205,378,train
4is6,3628,179,378,train
4itp,3628,1505,378,train
4iu1,3628,1401,378,train
4iuo,2311,873,198,train
4iur,3628,899,378,train
4iut,3628,899,378,train
4iuu,3628,899,378,train
4iuv,3628,899,378,train
4iwz,3628,1505,378,train
4izm,3628,380,378,train
4j09,3628,1650,378,train
4j24,3628,44,378,train
4j26,3628,44,378,train
4j2c,3628,900,378,train
4j3u,3628,492,378,train
4j44,3628,1058,378,train
4j45,3628,1058,378,train
4j46,3628,1058,378,train
4j47,3628,1058,378,train
4j48,3628,1058,378,train
4j4v,3628,901,378,train
4j58,2738,506,234,val
4j59,2738,506,234,val
4j5b,2738,506,234,val
4j5c,2738,506,234,val
4j5d,2738,506,234,val
4j5e,2738,506,234,val
4j5p,2837,103,253,test
4j73,3628,1263,378,train
4j77,3628,1263,378,train
4j78,3628,1263,378,train
4j79,3628,1263,378,train
4j7i,3628,636,378,train
4j81,3628,1263,378,train
4j82,3628,1263,378,train
4j84,3628,1263,378,train
4j86,3628,1263,378,train
4j8b,3628,1263,378,train
4j8g,3628,1263,378,train
4j8r,3628,940,378,train
4j8s,3628,902,378,train
4jal,3628,904,378,train
4jaz,3628,44,378,train
4jbl,3628,1421,378,train
4jbs,3628,1012,378,train
4jc1,3628,1180,378,train
4jck,3628,1180,378,train
4jda,1390,1328,128,val
4jdf,3628,153,378,train
4je7,3569,830,363,test
4jfd,3628,737,378,train
4jfe,3628,737,378,train
4jff,3628,737,378,train
4jfx,3628,737,378,train
4jfz,3628,737,378,train
4jg0,3628,737,378,train
4jg1,3628,737,378,train
4jhq,3367,262,315,test
4jit,3628,905,378,train
4jiz,3628,1317,378,train
4jjf,3457,906,332,train
4jjg,3457,906,332,train
4jjq,3628,235,378,train
4jk5,3628,188,378,train
4jk6,3628,188,378,train
4jkt,2374,1213,204,val
4jkw,2785,915,244,val
4jlh,3283,999,304,val
4jlj,1962,449,172,test
4jlm,1962,449,172,test
4jln,1962,449,172,test
4jls,3628,905,378,train
4jmg,3628,411,378,train
4jmh,3628,411,378,train
4jmx,295,907,37,train
4jn4,3628,908,378,train
4jne,3628,908,378,train
4jnj,3367,869,315,test
4joe,3628,1196,378,train
4jof,3628,1196,378,train
4jog,3628,1196,378,train
4joh,3628,1196,378,train
4joj,3628,1196,378,train
4jok,3628,1196,378,train
4jpx,3628,720,378,train
4jpy,3628,720,378,train
4jr0,3628,176,378,train
4jsa,3628,1505,378,train
4jsz,3628,1505,378,train
4jvj,1924,406,168,test
4jwk,3628,909,378,train
4jx9,3628,909,378,train
4jyb,3628,414,378,train
4jyc,3628,414,378,train
4k0o,3628,911,378,train
4k0u,3628,912,378,train
4k1e,3628,188,378,train
4k3k,3628,1028,378,train
4k3l,3628,1028,378,train
4k3m,3628,1028,378,train
4k3o,3628,1028,378,train
4k3p,3628,1028,378,train
4k3q,3628,1028,378,train
4k3r,3628,1028,378,train
4k43,158,1629,23,train
4k55,2785,915,244,val
4k63,3628,1073,378,train
4k64,3628,1073,378,train
4k66,3628,1073,378,train
4k67,3628,1073,378,train
4k6t,3628,685,378,train
4k6u,3628,685,378,train
4k6v,3628,685,378,train
4k6w,3628,685,378,train
4k6y,3628,1196,378,train
4k72,3628,1196,378,train
4k75,3628,1196,378,train
4k76,3628,1196,378,train
4k78,3628,1196,378,train
4k7i,3628,917,378,train
4k7n,3628,917,378,train
4k8o,3628,264,378,train
4k9h,3628,338,378,train
4kax,3628,932,378,train
4kb9,3066,736,273,val
4kby,3628,844,378,train
4kc1,3628,129,378,train
4kc2,3628,129,378,train
4kc4,3628,129,378,train
4kcg,1962,449,172,test
4kij,3628,306,378,train
4kiu,3628,306,378,train
4kiw,3628,306,378,train
4kln,3628,541,378,train
4kmd,3628,918,378,train
4kmu,15,557,5,test
4kmz,3480,919,338,test
4kn0,3480,919,338,test
4kn1,3480,919,338,test
4kn2,3480,919,338,test
4kn4,15,557,5,test
4kn7,15,557,5,test
4knr,3187,731,292,test
4knx,3187,731,292,test
4ko8,3628,541,378,train
4kod,3628,541,378,train
4kom,3628,1073,378,train
4kon,3628,1073,378,train
4kot,2592,921,218,train
4kov,2592,921,218,train
4kow,2592,921,218,train
4kox,2592,921,218,train
4kp4,3628,1100,378,train
4kqo,2596,922,220,test
4kqp,3628,1520,378,train
4kqq,2596,922,220,test
4kqr,2596,922,220,test
4ksy,3628,844,378,train
4ktc,1898,277,164,test
4ktu,3628,188,378,train
4kup,3628,338,378,train
4kv9,3628,584,378,train
4kva,3628,584,378,train
4kvm,3046,924,272,train
4kw6,5384,925,473,train
4kwp,3628,893,378,train
4kww,3628,537,378,train
4kx8,3628,1012,378,train
4kxb,3628,1012,378,train
4kxl,3628,857,378,train
4kxm,3628,857,378,train
4kxn,3628,857,378,train
4kyh,4219,756,410,train
4kz4,3628,951,378,train
4kzl,3275,1043,303,test
4kzq,3275,1043,303,test
4kzu,3275,1043,303,test
4l09,3275,1043,303,test
4l0b,3275,1043,303,test
4l0i,3275,1043,303,test
4l0s,3275,1043,303,test
4l0t,3275,1043,303,test
4l0v,3275,1043,303,test
4l10,3275,1043,303,test
4l1a,3066,736,273,val
4l1u,3628,927,378,train
4l2f,3275,1043,303,test
4l2g,3275,1043,303,test
4l2k,3275,1043,303,test
4l2x,1924,406,168,test
4l31,3275,1043,303,test
4l32,3275,1043,303,test
4l33,3275,1043,303,test
4l34,3275,1043,303,test
4l3o,3628,858,378,train
4l4l,3466,962,334,test
4l51,3628,533,378,train
4l58,3628,349,378,train
4l5j,3628,533,378,train
4l6t,3628,928,378,train
4l70,3536,579,354,test
4l7l,3536,579,354,test
4l7n,3536,579,354,test
4l7o,3536,579,354,test
4l7r,3536,579,354,test
4l7u,3536,579,354,test
4lar,3628,914,378,train
4lbl,3628,1180,378,train
4lbo,3628,1180,378,train
4lbp,5588,929,481,train
4lch,1819,1144,156,val
4led,3628,930,378,train
4lg6,3628,749,378,train
4lh2,3628,712,378,train
4lh3,3628,712,378,train
4lh5,3283,999,304,val
4lhm,3628,931,378,train
4lhv,3628,932,378,train
4li0,3628,932,378,train
4lj3,3628,600,378,train
4lj5,3628,934,378,train
4lj8,3628,934,378,train
4ljh,3628,1297,378,train
4lk7,3628,1297,378,train
4lkd,3628,1297,378,train
4lke,3628,1297,378,train
4lkf,3628,1297,378,train
4lkg,3628,1073,378,train
4lkh,3628,1073,378,train
4lkj,3628,1073,378,train
4lkk,3628,1073,378,train
4lkl,3628,157,378,train
4lkm,3628,157,378,train
4lkt,3628,345,378,train
4ll3,3066,736,273,val
4ln2,3628,386,378,train
4lnf,3628,935,378,train
4lno,3628,935,378,train
4lnp,3628,386,378,train
4loh,3628,844,378,train
4loi,3628,844,378,train
4loj,3628,844,378,train
4lov,3628,1424,378,train
4lp9,3628,338,378,train
4lpg,1924,406,168,test
4lph,1924,406,168,test
4lps,3628,302,378,train
4lrh,3480,919,338,test
4luo,2744,937,235,test
4luz,2744,937,235,test
4lwc,2744,937,235,test
4lww,3466,962,334,test
4m0r,3628,892,378,train
4m1d,3628,737,378,train
4m3p,3628,938,378,train
4m5g,3154,782,285,test
4m5h,3154,782,285,test
4m5i,3154,782,285,test
4m5j,3154,782,285,test
4m5k,3154,782,285,test
4m5l,3154,782,285,test
4m6p,3466,962,334,test
4m6q,3466,962,334,test
4m6u,3628,939,378,train
4m7c,3628,532,378,train
4m7j,3628,940,378,train
4m7x,2686,941,229,test
4m7y,2686,941,229,test
4m8x,3066,736,273,val
4m8y,3066,736,273,val
4mbp,3628,1269,378,train
4mdr,3628,894,378,train
4mga,3628,44,378,train
4mgb,3628,44,378,train
4mgc,3628,44,378,train
4mho,3628,166,378,train
4mhs,3628,166,378,train
4mhy,1201,845,111,val
4mhz,1201,845,111,val
4mi3,3628,166,378,train
4mi6,3628,166,378,train
4mi9,3628,166,378,train
4mic,3628,166,378,train
4mji,3628,737,378,train
4mmp,3628,1534,378,train
4mn3,3628,62,378,train
4mnp,3628,1534,378,train
4mnq,3628,737,378,train
4mnv,3628,188,378,train
4mnw,3628,188,378,train
4mnx,3628,188,378,train
4mny,3628,188,378,train
4mo4,3628,943,378,train
4mp7,3628,1265,378,train
4mq6,3210,590,293,val
4mqu,2226,758,194,val
4mrf,2673,954,227,test
4mrg,2673,954,227,test
4mro,2226,758,194,val
4mss,3628,589,378,train
4msu,2226,758,194,val
4mue,3210,590,293,val
4muf,3210,590,293,val
4muk,3210,590,293,val
4mul,3210,590,293,val
4muv,3628,1546,378,train
4mvn,3628,741,378,train
4mvw,2127,89,186,val
4mvx,2127,89,186,val
4mvy,2127,89,186,val
4mw0,2127,89,186,val
4mw1,2127,89,186,val
4mw2,2127,89,186,val
4mw4,2127,89,186,val
4mw5,2127,89,186,val
4mw6,2127,89,186,val
4mw7,2127,89,186,val
4mw9,2127,89,186,val
4mwb,2127,89,186,val
4mwc,2127,89,186,val
4mwe,2127,89,186,val
4mwr,3628,923,378,train
4mwu,3628,923,378,train
4mwx,3628,923,378,train
4mwy,3628,923,378,train
4myd,369,946,41,train
4myh,3628,264,378,train
4mz5,3628,1110,378,train
4mz6,3628,1110,378,train
4mzf,3628,876,378,train
4mzh,3628,876,378,train
4mzj,3628,785,378,train
4mzk,3628,785,378,train
4mzl,3628,785,378,train
4n1t,2423,1481,209,test
4n1u,2423,1481,209,test
4n3w,3628,1168,378,train
4n5t,3628,1374,378,train
4n7g,3628,1283,378,train
4n7h,3628,334,378,train
4n7u,2785,1410,244,val
4n7y,3628,1283,378,train
4n84,3628,1283,378,train
4n8q,3628,892,378,train
4n98,3628,1028,378,train
4ncm,1634,1153,145,test
4ncn,3628,948,378,train
4ndu,3628,949,378,train
4ngh,3628,737,378,train
4ngn,3628,1064,378,train
4ngp,3628,1064,378,train
4ngr,3628,1064,378,train
4ngs,3628,1064,378,train
4ngt,3628,1064,378,train
4nhc,3628,737,378,train
4nhy,3628,950,378,train
4nie,3628,44,378,train
4nkt,3628,952,378,train
4nku,3628,952,378,train
4nmo,3628,1196,378,train
4nmp,3628,1196,378,train
4nmq,3628,1196,378,train
4nmr,3628,1196,378,train
4nms,3628,1196,378,train
4nmt,3628,1196,378,train
4nmv,3628,1196,378,train
4nmx,3628,1649,378,train
4nni,3576,953,365,train
4nnn,3628,651,378,train
4nnw,3628,651,378,train
4no6,3628,651,378,train
4no8,3628,651,378,train
4no9,3628,651,378,train
4non,3628,465,378,train
4np9,3628,1436,378,train
4nrk,3628,1073,378,train
4nrl,3628,1073,378,train
4nro,3628,955,378,train
4nrq,3628,955,378,train
4nrt,3628,936,378,train
4nru,3628,936,378,train
4nuf,3628,1269,378,train
4nvp,3628,1308,378,train
4nw2,3628,956,378,train
4nwk,1898,277,164,test
4nxq,3628,957,378,train
4nxr,3628,957,378,train
4nxu,3628,959,378,train
4nxv,3628,959,378,train
4ny3,3628,960,378,train
4nyf,3283,999,304,val
4nyi,3628,932,378,train
4nyj,3628,932,378,train
4nym,3628,932,378,train
4nyt,3628,961,378,train
4nzm,3552,1588,358,test
4nzn,3552,1588,358,test
4nzo,3552,1588,358,test
4o0a,2744,937,235,test
4o0j,3283,999,304,val
4o13,3466,962,334,test
4o15,3466,962,334,test
4o1l,3628,311,378,train
4o24,1534,964,140,train
4o2c,3628,568,378,train
4o2e,3628,568,378,train
4o2f,3628,568,378,train
4o36,3628,1060,378,train
4o37,3628,1060,378,train
4o3a,3628,896,378,train
4o3b,3628,896,378,train
4o3c,3628,896,378,train
4o3t,3628,963,378,train
4o3u,3628,963,378,train
4o42,3628,956,378,train
4o43,1534,964,140,train
4o45,3628,1263,378,train
4o4y,3628,737,378,train
4o55,3283,999,304,val
4o5b,3283,999,304,val
4o62,3628,965,378,train
4o9w,3628,157,378,train
4oag,3628,959,378,train
4oaz,3628,1320,378,train
4obv,3628,968,378,train
4oc0,3628,1064,378,train
4oc1,3628,1064,378,train
4oc2,3628,1064,378,train
4oc3,3628,1064,378,train
4oc4,3628,1064,378,train
4oc5,3628,1064,378,train
4ock,3628,969,378,train
4ocp,3628,969,378,train
4ocq,3628,969,378,train
4oct,3628,955,378,train
4ocv,3628,969,378,train
4od7,3628,377,378,train
4odk,3628,970,378,train
4odl,3628,970,378,train
4odm,3628,970,378,train
4odn,3628,970,378,train
4odp,3628,970,378,train
4odq,3628,970,378,train
4oee,3628,738,378,train
4oef,3628,738,378,train
4oeg,3628,738,378,train
4oel,3628,1094,378,train
4oem,3628,1094,378,train
4oeu,3628,1384,378,train
4oew,1413,423,131,val
4oex,1413,423,131,val
4ofb,3628,734,378,train
4ofl,3628,1384,378,train
4ohk,2226,758,194,val
4ohm,2226,758,194,val
4oho,2226,758,194,val
4ohp,2226,758,194,val
4oi6,2521,971,212,train
4ojr,3283,999,304,val
4olc,5320,972,469,test
4olh,2226,758,194,val
4oma,1402,973,130,val
4omc,3628,1542,378,train
4omd,3628,1542,378,train
4onf,3628,940,378,train
4oon,2595,1201,219,train
4oq5,3628,1525,378,train
4os1,3628,188,378,train
4os2,3628,188,378,train
4os4,3628,188,378,train
4os5,3628,188,378,train
4os6,3628,188,378,train
4os7,3628,188,378,train
4osf,3628,1439,378,train
4ou3,3628,1012,378,train
4ouj,3628,976,378,train
4ov5,3628,179,378,train
4ovz,1946,640,169,train
4ow0,1946,640,169,train
4owm,3628,892,378,train
4own,3628,892,378,train
4owo,3628,892,378,train
4owv,3628,892,378,train
4oya,3628,214,378,train
4oyb,3628,214,378,train
4oyi,3628,214,378,train
4oyk,3628,977,378,train
4oym,3628,214,378,train
4oz1,3628,1600,378,train
4ozj,3628,810,378,train
4ozl,3628,810,378,train
4ozn,3628,810,378,train
4p00,3628,978,378,train
4p02,3628,978,378,train
4p0a,3628,977,378,train
4p0b,3628,977,378,train
4p1u,1634,1153,145,test
4p2t,1375,979,127,val
4p3h,1375,979,127,val
4p4s,3628,980,378,train
4p4t,3628,980,378,train
4p5d,3628,857,378,train
4p5e,3628,857,378,train
4p6c,3589,981,370,test
4p74,5116,982,458,train
4p7m,1449,983,135,train
4pb1,3628,984,378,train
4pb2,3628,984,378,train
4pd5,3628,984,378,train
4pd6,3628,984,378,train
4pd7,3628,984,378,train
4pd9,3628,984,378,train
4pda,3628,984,378,train
4pde,3628,985,378,train
4pdk,3628,986,378,train
4pf5,3628,1074,378,train
4pft,3628,1384,378,train
4pfu,3628,1384,378,train
4pg3,875,513,80,test
4pg9,3628,737,378,train
4pgb,3628,737,378,train
4pgc,3628,737,378,train
4pgd,3628,737,378,train
4pge,3628,737,378,train
4pgh,3628,987,378,train
4pin,3628,989,378,train
4pio,3628,989,378,train
4pkb,62,990,9,train
4pkr,3127,241,283,val
4pks,3127,241,283,val
4pkt,3127,241,283,val
4pku,3127,241,283,val
4pkv,3127,241,283,val
4pl0,3628,991,378,train
4pl6,3628,992,378,train
4pli,3628,992,378,train
4pn1,3628,993,378,train
4po7,3628,944,378,train
4pop,1162,697,107,train
4pov,1162,697,107,train
4pqa,3628,994,378,train
4pr5,3628,568,378,train
4pra,3628,568,378,train
4prb,3628,568,378,train
4prd,3628,568,378,train
4pre,3628,568,378,train
4prh,3628,737,378,train
4pri,3628,737,378,train
4prn,3628,568,378,train
4prp,3628,737,378,train
4pry,3628,176,378,train
4psb,37,995,6,train
4psh,3628,1520,378,train
4psx,3628,996,378,train
4puj,2381,997,205,val
4puk,2381,997,205,val
4pul,2381,997,205,val
4pum,2381,997,205,val
4pvv,3628,1440,378,train
4pxf,3628,767,378,train
4py2,2127,89,186,val
4pz5,3628,998,378,train
4pz8,3628,703,378,train
4q0k,37,995,6,train
4q18,1962,449,172,test
4q19,1962,449,172,test
4q1a,1962,449,172,test
4q1b,1962,449,172,test
4q1c,1962,449,172,test
4q1d,1962,449,172,test
4q1e,1962,449,172,test
4q1f,1962,449,172,test
4q1w,3066,736,273,val
4q1x,3066,736,273,val
4q1y,3066,736,273,val
4q3t,3628,1401,378,train
4q3u,3628,1401,378,train
4q4i,3628,1012,378,train
4q4o,2381,997,205,val
4q4p,2381,997,205,val
4q4q,2381,997,205,val
4q4r,2381,997,205,val
4q4s,2381,997,205,val
4q6f,3628,349,378,train
4q93,3628,1330,378,train
4q99,3628,1505,378,train
4qbb,3628,1002,378,train
4qbm,3628,871,378,train
4qc1,3628,871,378,train
4qdk,3628,1003,378,train
4qem,3628,250,378,train
4qer,3628,250,378,train
4qf8,3628,250,378,train
4qfg,3628,717,378,train
4qfl,3628,1384,378,train
4qfn,3628,1384,378,train
4qfo,3628,1384,378,train
4qfp,3628,1384,378,train
4qg7,1801,746,154,val
4qga,1801,746,154,val
4qgf,1801,746,154,val
4qgg,1801,746,154,val
4qgh,1801,746,154,val
4qh7,3628,831,378,train
4qh8,3628,831,378,train
4qhp,3628,1012,378,train
4qht,3628,1564,378,train
4qij,3628,32,378,train
4qir,3628,1012,378,train
4qjr,3628,1004,378,train
4qk4,3628,1004,378,train
4qkd,3628,1005,378,train
4qlk,3628,205,378,train
4qll,3628,205,378,train
4qlq,3628,651,378,train
4qls,3628,651,378,train
4qlv,3628,651,378,train
4qme,3628,1012,378,train
4qn9,2822,1006,249,val
4qna,3628,1254,378,train
4qnu,3628,1007,378,train
4qok,3628,737,378,train
4qpd,3480,1008,338,test
4qpl,3628,1166,378,train
4qq4,3628,1304,378,train
4qqi,3628,749,378,train
4qrh,3628,763,378,train
4qsh,3628,1009,378,train
4qsk,3628,1009,378,train
4qsv,3628,1168,378,train
4qtn,3628,1010,378,train
4quo,3628,1012,378,train
4qvl,3628,651,378,train
4qvm,3628,651,378,train
4qvn,3628,651,378,train
4qvp,3628,651,378,train
4qvq,3628,651,378,train
4qvv,3628,651,378,train
4qvw,3628,651,378,train
4qvy,3628,651,378,train
4qw0,3628,651,378,train
4qw1,3628,651,378,train
4qw3,3628,651,378,train
4qw4,3628,651,378,train
4qw5,3628,651,378,train
4qw6,3628,651,378,train
4qw7,3628,651,378,train
4qwf,3628,651,378,train
4qwg,3628,651,378,train
4qwi,3628,651,378,train
4qwj,3628,651,378,train
4qwk,3628,651,378,train
4qwl,3628,651,378,train
4qwr,3628,651,378,train
4qws,3628,651,378,train
4qwu,3628,651,378,train
4qwx,3628,651,378,train
4qxj,3628,651,378,train
4qxt,3628,940,378,train
4qy8,3628,940,378,train
4qye,3628,1254,378,train
4qyo,3628,940,378,train
4qz0,3628,651,378,train
4qz1,3628,651,378,train
4qz2,3628,651,378,train
4qz3,3628,651,378,train
4qz4,3628,651,378,train
4qz5,3628,651,378,train
4qz6,3628,651,378,train
4qz7,3628,651,378,train
4qzw,3628,651,378,train
4qzx,3628,651,378,train
4r02,3628,651,378,train
4r07,3628,1181,378,train
4r0a,3628,1181,378,train
4r1e,3628,785,378,train
4r3s,3628,940,378,train
4r3w,3628,1011,378,train
4r4c,2744,937,235,test
4r4i,2744,937,235,test
4r4o,2744,937,235,test
4r4q,2744,937,235,test
4r4t,2744,937,235,test
4r59,3628,1505,378,train
4r5a,3628,1505,378,train
4r5b,3628,1505,378,train
4r6t,3103,326,280,test
4r6w,3628,848,378,train
4r6x,3628,848,378,train
4r73,3628,1013,378,train
4r74,3628,1013,378,train
4r75,3628,1013,378,train
4r76,3103,326,280,test
4r7m,3103,326,280,test
4ra1,3628,1384,378,train
4rab,3512,1246,346,test
4rac,3512,1246,346,test
4rad,3512,1246,346,test
4ran,3512,1246,346,test
4rao,3512,1246,346,test
4raq,3512,1246,346,test
4rcg,3628,278,378,train
4rcp,3628,157,378,train
4rd0,3628,25,378,train
4rd3,3628,25,378,train
4rd6,3628,25,378,train
4rdn,3628,1014,378,train
